$\sigma_{h_1}$,$\sigma_{h_2}$,$\sigma_{x_1}$,$\sigma_{x_2}$,success_rate
9.0,9.0,12.0,12.0,0.394
9.0,9.0,12.1,12.1,0.376
9.0,9.0,12.2,12.2,0.43
9.0,9.0,12.3,12.3,0.4
9.0,9.0,12.4,12.4,0.432
9.0,9.0,12.5,12.5,0.418
9.0,9.0,12.6,12.6,0.4
9.0,9.0,12.7,12.7,0.406
9.0,9.0,12.8,12.8,0.368
9.0,9.0,12.9,12.9,0.402
9.0,9.0,13.0,13.0,0.376
9.0,9.0,13.1,13.1,0.38
9.0,9.0,13.2,13.2,0.384
9.0,9.0,13.3,13.3,0.372
9.0,9.0,13.4,13.4,0.364
9.0,9.0,13.5,13.5,0.35
9.0,9.0,13.6,13.6,0.37
9.0,9.0,13.7,13.7,0.374
9.0,9.0,13.8,13.8,0.338
9.0,9.0,13.9,13.9,0.348
9.0,9.0,14.0,14.0,0.384
9.0,9.0,14.1,14.1,0.358
9.0,9.0,14.2,14.2,0.356
9.0,9.0,14.3,14.3,0.38
9.0,9.0,14.4,14.4,0.364
9.0,9.0,14.5,14.5,0.336
9.0,9.0,14.6,14.6,0.336
9.0,9.0,14.7,14.7,0.332
9.0,9.0,14.8,14.8,0.354
9.0,9.0,14.9,14.9,0.304
9.0,9.0,15.0,15.0,0.334
9.0,9.0,15.1,15.1,0.31
9.1,9.1,0.1,0.1,0.024
9.1,9.1,0.2,0.2,0.034
9.1,9.1,0.3,0.3,0.054
9.1,9.1,0.4,0.4,0.07
9.1,9.1,0.5,0.5,0.072
9.1,9.1,0.6,0.6,0.122
9.1,9.1,0.7,0.7,0.122
9.1,9.1,0.8,0.8,0.114
9.1,9.1,0.9,0.9,0.122
9.1,9.1,1.0,1.0,0.126
9.1,9.1,1.1,1.1,0.162
9.1,9.1,1.2,1.2,0.186
9.1,9.1,1.3,1.3,0.146
9.1,9.1,1.4,1.4,0.198
9.1,9.1,1.5,1.5,0.174
9.1,9.1,1.6,1.6,0.19
9.1,9.1,1.7,1.7,0.212
9.1,9.1,1.8,1.8,0.25
9.1,9.1,1.9,1.9,0.226
9.1,9.1,2.0,2.0,0.256
9.1,9.1,2.1,2.1,0.256
9.1,9.1,2.2,2.2,0.248
9.1,9.1,2.3,2.3,0.262
9.1,9.1,2.4,2.4,0.26
9.1,9.1,2.5,2.5,0.282
9.1,9.1,2.6,2.6,0.288
9.1,9.1,2.7,2.7,0.246
9.1,9.1,2.8,2.8,0.286
9.1,9.1,2.9,2.9,0.298
9.1,9.1,3.0,3.0,0.34
9.1,9.1,3.1,3.1,0.326
9.1,9.1,3.2,3.2,0.318
9.1,9.1,3.3,3.3,0.326
9.1,9.1,3.4,3.4,0.316
9.1,9.1,3.5,3.5,0.32
9.1,9.1,3.6,3.6,0.348
9.1,9.1,3.7,3.7,0.326
9.1,9.1,3.8,3.8,0.316
9.1,9.1,3.9,3.9,0.366
9.1,9.1,4.0,4.0,0.362
9.1,9.1,4.1,4.1,0.352
9.1,9.1,4.2,4.2,0.338
9.1,9.1,4.3,4.3,0.374
9.1,9.1,4.4,4.4,0.39
9.1,9.1,4.5,4.5,0.378
9.1,9.1,4.6,4.6,0.362
9.1,9.1,4.7,4.7,0.38
9.1,9.1,4.8,4.8,0.384
9.1,9.1,4.9,4.9,0.392
9.1,9.1,5.0,5.0,0.422
9.1,9.1,5.1,5.1,0.4
9.1,9.1,5.2,5.2,0.43
9.1,9.1,5.3,5.3,0.384
9.1,9.1,5.4,5.4,0.386
9.1,9.1,5.5,5.5,0.418
9.1,9.1,5.6,5.6,0.378
9.1,9.1,5.7,5.7,0.418
9.1,9.1,5.8,5.8,0.436
9.1,9.1,5.9,5.9,0.45
9.1,9.1,6.0,6.0,0.43
9.1,9.1,6.1,6.1,0.44
9.1,9.1,6.2,6.2,0.396
9.1,9.1,6.3,6.3,0.4
9.1,9.1,6.4,6.4,0.456
9.1,9.1,6.5,6.5,0.416
9.1,9.1,6.6,6.6,0.416
9.1,9.1,6.7,6.7,0.398
9.1,9.1,6.8,6.8,0.442
9.1,9.1,6.9,6.9,0.406
9.1,9.1,7.0,7.0,0.436
9.1,9.1,7.1,7.1,0.394
9.1,9.1,7.2,7.2,0.436
9.1,9.1,7.3,7.3,0.418
9.1,9.1,7.4,7.4,0.444
9.1,9.1,7.5,7.5,0.456
9.1,9.1,7.6,7.6,0.468
9.1,9.1,7.7,7.7,0.472
9.1,9.1,7.8,7.8,0.456
9.1,9.1,7.9,7.9,0.422
9.1,9.1,8.0,8.0,0.458
9.1,9.1,8.1,8.1,0.418
9.1,9.1,8.2,8.2,0.448
9.1,9.1,8.3,8.3,0.424
9.1,9.1,8.4,8.4,0.448
9.1,9.1,8.5,8.5,0.434
9.1,9.1,8.6,8.6,0.434
9.1,9.1,8.7,8.7,0.438
9.1,9.1,8.8,8.8,0.406
9.1,9.1,8.9,8.9,0.456
9.1,9.1,9.0,9.0,0.446
9.1,9.1,9.1,9.1,0.412
9.1,9.1,9.2,9.2,0.432
9.1,9.1,9.3,9.3,0.432
9.1,9.1,9.4,9.4,0.462
9.1,9.1,9.5,9.5,0.458
9.1,9.1,9.6,9.6,0.464
9.1,9.1,9.7,9.7,0.5
9.1,9.1,9.8,9.8,0.478
9.1,9.1,9.9,9.9,0.474
9.1,9.1,10.0,10.0,0.432
9.1,9.1,10.1,10.1,0.428
9.1,9.1,10.2,10.2,0.436
9.1,9.1,10.3,10.3,0.43
9.1,9.1,10.4,10.4,0.422
9.1,9.1,10.5,10.5,0.422
9.1,9.1,10.6,10.6,0.42
9.1,9.1,10.7,10.7,0.454
9.1,9.1,10.8,10.8,0.466
9.1,9.1,10.9,10.9,0.446
9.1,9.1,11.0,11.0,0.39
9.1,9.1,11.1,11.1,0.424
9.1,9.1,11.2,11.2,0.398
9.1,9.1,11.3,11.3,0.424
9.1,9.1,11.4,11.4,0.426
9.1,9.1,11.5,11.5,0.41
9.1,9.1,11.6,11.6,0.398
9.1,9.1,11.7,11.7,0.438
9.1,9.1,11.8,11.8,0.396
9.1,9.1,11.9,11.9,0.422
9.1,9.1,12.0,12.0,0.376
9.1,9.1,12.1,12.1,0.412
9.1,9.1,12.2,12.2,0.424
9.1,9.1,12.3,12.3,0.458
9.1,9.1,12.4,12.4,0.396
9.1,9.1,12.5,12.5,0.37
9.1,9.1,12.6,12.6,0.338
9.1,9.1,12.7,12.7,0.396
9.1,9.1,12.8,12.8,0.42
9.1,9.1,12.9,12.9,0.426
9.1,9.1,13.0,13.0,0.394
9.1,9.1,13.1,13.1,0.398
9.1,9.1,13.2,13.2,0.396
9.1,9.1,13.3,13.3,0.37
9.1,9.1,13.4,13.4,0.402
9.1,9.1,13.5,13.5,0.394
9.1,9.1,13.6,13.6,0.38
9.1,9.1,13.7,13.7,0.39
9.1,9.1,13.8,13.8,0.35
9.1,9.1,13.9,13.9,0.404
9.1,9.1,14.0,14.0,0.356
9.1,9.1,14.1,14.1,0.404
9.1,9.1,14.2,14.2,0.336
9.1,9.1,14.3,14.3,0.37
9.1,9.1,14.4,14.4,0.368
9.1,9.1,14.5,14.5,0.358
9.1,9.1,14.6,14.6,0.304
9.1,9.1,14.7,14.7,0.34
9.1,9.1,14.8,14.8,0.342
9.1,9.1,14.9,14.9,0.34
9.1,9.1,15.0,15.0,0.306
9.1,9.1,15.1,15.1,0.314
9.2,9.2,0.1,0.1,0.036
9.2,9.2,0.2,0.2,0.046
9.2,9.2,0.3,0.3,0.072
9.2,9.2,0.4,0.4,0.044
9.2,9.2,0.5,0.5,0.08
9.2,9.2,0.6,0.6,0.092
9.2,9.2,0.7,0.7,0.112
9.2,9.2,0.8,0.8,0.112
9.2,9.2,0.9,0.9,0.166
9.2,9.2,1.0,1.0,0.136
9.2,9.2,1.1,1.1,0.13
9.2,9.2,1.2,1.2,0.182
9.2,9.2,1.3,1.3,0.154
9.2,9.2,1.4,1.4,0.162
9.2,9.2,1.5,1.5,0.206
9.2,9.2,1.6,1.6,0.192
9.2,9.2,1.7,1.7,0.218
9.2,9.2,1.8,1.8,0.208
9.2,9.2,1.9,1.9,0.252
9.2,9.2,2.0,2.0,0.232
9.2,9.2,2.1,2.1,0.23
9.2,9.2,2.2,2.2,0.206
9.2,9.2,2.3,2.3,0.246
9.2,9.2,2.4,2.4,0.266
9.2,9.2,2.5,2.5,0.278
9.2,9.2,2.6,2.6,0.274
9.2,9.2,2.7,2.7,0.296
9.2,9.2,2.8,2.8,0.266
9.2,9.2,2.9,2.9,0.294
9.2,9.2,3.0,3.0,0.29
9.2,9.2,3.1,3.1,0.32
9.2,9.2,3.2,3.2,0.316
9.2,9.2,3.3,3.3,0.296
9.2,9.2,3.4,3.4,0.322
9.2,9.2,3.5,3.5,0.296
9.2,9.2,3.6,3.6,0.332
9.2,9.2,3.7,3.7,0.35
9.2,9.2,3.8,3.8,0.34
9.2,9.2,3.9,3.9,0.334
9.2,9.2,4.0,4.0,0.374
9.2,9.2,4.1,4.1,0.368
9.2,9.2,4.2,4.2,0.352
9.2,9.2,4.3,4.3,0.392
9.2,9.2,4.4,4.4,0.356
9.2,9.2,4.5,4.5,0.414
9.2,9.2,4.6,4.6,0.372
9.2,9.2,4.7,4.7,0.402
9.2,9.2,4.8,4.8,0.398
9.2,9.2,4.9,4.9,0.412
9.2,9.2,5.0,5.0,0.374
9.2,9.2,5.1,5.1,0.4
9.2,9.2,5.2,5.2,0.392
9.2,9.2,5.3,5.3,0.37
9.2,9.2,5.4,5.4,0.422
9.2,9.2,5.5,5.5,0.396
9.2,9.2,5.6,5.6,0.34
9.2,9.2,5.7,5.7,0.388
9.2,9.2,5.8,5.8,0.4
9.2,9.2,5.9,5.9,0.362
9.2,9.2,6.0,6.0,0.42
9.2,9.2,6.1,6.1,0.414
9.2,9.2,6.2,6.2,0.392
9.2,9.2,6.3,6.3,0.424
9.2,9.2,6.4,6.4,0.412
9.2,9.2,6.5,6.5,0.39
9.2,9.2,6.6,6.6,0.414
9.2,9.2,6.7,6.7,0.416
9.2,9.2,6.8,6.8,0.416
9.2,9.2,6.9,6.9,0.43
9.2,9.2,7.0,7.0,0.44
9.2,9.2,7.1,7.1,0.45
9.2,9.2,7.2,7.2,0.424
9.2,9.2,7.3,7.3,0.42
9.2,9.2,7.4,7.4,0.414
9.2,9.2,7.5,7.5,0.46
9.2,9.2,7.6,7.6,0.464
9.2,9.2,7.7,7.7,0.46
9.2,9.2,7.8,7.8,0.43
9.2,9.2,7.9,7.9,0.438
9.2,9.2,8.0,8.0,0.412
9.2,9.2,8.1,8.1,0.436
9.2,9.2,8.2,8.2,0.472
9.2,9.2,8.3,8.3,0.44
9.2,9.2,8.4,8.4,0.428
9.2,9.2,8.5,8.5,0.41
9.2,9.2,8.6,8.6,0.438
9.2,9.2,8.7,8.7,0.438
9.2,9.2,8.8,8.8,0.386
9.2,9.2,8.9,8.9,0.448
9.2,9.2,9.0,9.0,0.478
9.2,9.2,9.1,9.1,0.498
9.2,9.2,9.2,9.2,0.444
9.2,9.2,9.3,9.3,0.444
9.2,9.2,9.4,9.4,0.412
9.2,9.2,9.5,9.5,0.434
9.2,9.2,9.6,9.6,0.458
9.2,9.2,9.7,9.7,0.472
9.2,9.2,9.8,9.8,0.482
9.2,9.2,9.9,9.9,0.426
9.2,9.2,10.0,10.0,0.424
9.2,9.2,10.1,10.1,0.458
9.2,9.2,10.2,10.2,0.452
9.2,9.2,10.3,10.3,0.426
9.2,9.2,10.4,10.4,0.448
9.2,9.2,10.5,10.5,0.464
9.2,9.2,10.6,10.6,0.476
9.2,9.2,10.7,10.7,0.466
9.2,9.2,10.8,10.8,0.414
9.2,9.2,10.9,10.9,0.41
9.2,9.2,11.0,11.0,0.42
9.2,9.2,11.1,11.1,0.464
9.2,9.2,11.2,11.2,0.462
9.2,9.2,11.3,11.3,0.48
9.2,9.2,11.4,11.4,0.422
9.2,9.2,11.5,11.5,0.414
9.2,9.2,11.6,11.6,0.4
9.2,9.2,11.7,11.7,0.428
9.2,9.2,11.8,11.8,0.434
9.2,9.2,11.9,11.9,0.41
9.2,9.2,12.0,12.0,0.482
9.2,9.2,12.1,12.1,0.4
9.2,9.2,12.2,12.2,0.392
9.2,9.2,12.3,12.3,0.416
9.2,9.2,12.4,12.4,0.394
9.2,9.2,12.5,12.5,0.408
9.2,9.2,12.6,12.6,0.386
9.2,9.2,12.7,12.7,0.368
9.2,9.2,12.8,12.8,0.38
9.2,9.2,12.9,12.9,0.454
9.2,9.2,13.0,13.0,0.404
9.2,9.2,13.1,13.1,0.386
9.2,9.2,13.2,13.2,0.364
9.2,9.2,13.3,13.3,0.354
9.2,9.2,13.4,13.4,0.368
9.2,9.2,13.5,13.5,0.35
9.2,9.2,13.6,13.6,0.35
9.2,9.2,13.7,13.7,0.366
9.2,9.2,13.8,13.8,0.324
9.2,9.2,13.9,13.9,0.366
9.2,9.2,14.0,14.0,0.356
9.2,9.2,14.1,14.1,0.35
9.2,9.2,14.2,14.2,0.334
9.2,9.2,14.3,14.3,0.336
9.2,9.2,14.4,14.4,0.322
9.2,9.2,14.5,14.5,0.304
9.2,9.2,14.6,14.6,0.364
9.2,9.2,14.7,14.7,0.31
9.2,9.2,14.8,14.8,0.322
9.2,9.2,14.9,14.9,0.314
9.2,9.2,15.0,15.0,0.366
9.2,9.2,15.1,15.1,0.318
9.3,9.3,0.1,0.1,0.014
9.3,9.3,0.2,0.2,0.048
9.3,9.3,0.3,0.3,0.052
9.3,9.3,0.4,0.4,0.078
9.3,9.3,0.5,0.5,0.072
9.3,9.3,0.6,0.6,0.106
9.3,9.3,0.7,0.7,0.108
9.3,9.3,0.8,0.8,0.116
9.3,9.3,0.9,0.9,0.112
9.3,9.3,1.0,1.0,0.13
9.3,9.3,1.1,1.1,0.144
9.3,9.3,1.2,1.2,0.174
9.3,9.3,1.3,1.3,0.184
9.3,9.3,1.4,1.4,0.204
9.3,9.3,1.5,1.5,0.16
9.3,9.3,1.6,1.6,0.17
9.3,9.3,1.7,1.7,0.19
9.3,9.3,1.8,1.8,0.206
9.3,9.3,1.9,1.9,0.228
9.3,9.3,2.0,2.0,0.218
9.3,9.3,2.1,2.1,0.258
9.3,9.3,2.2,2.2,0.258
9.3,9.3,2.3,2.3,0.226
9.3,9.3,2.4,2.4,0.24
9.3,9.3,2.5,2.5,0.248
9.3,9.3,2.6,2.6,0.244
9.3,9.3,2.7,2.7,0.26
9.3,9.3,2.8,2.8,0.322
9.3,9.3,2.9,2.9,0.312
9.3,9.3,3.0,3.0,0.342
9.3,9.3,3.1,3.1,0.32
9.3,9.3,3.2,3.2,0.326
9.3,9.3,3.3,3.3,0.31
9.3,9.3,3.4,3.4,0.322
9.3,9.3,3.5,3.5,0.308
9.3,9.3,3.6,3.6,0.348
9.3,9.3,3.7,3.7,0.318
9.3,9.3,3.8,3.8,0.38
9.3,9.3,3.9,3.9,0.314
9.3,9.3,4.0,4.0,0.386
9.3,9.3,4.1,4.1,0.35
9.3,9.3,4.2,4.2,0.364
9.3,9.3,4.3,4.3,0.344
9.3,9.3,4.4,4.4,0.364
9.3,9.3,4.5,4.5,0.402
9.3,9.3,4.6,4.6,0.344
9.3,9.3,4.7,4.7,0.386
9.3,9.3,4.8,4.8,0.414
9.3,9.3,4.9,4.9,0.42
9.3,9.3,5.0,5.0,0.41
9.3,9.3,5.1,5.1,0.376
9.3,9.3,5.2,5.2,0.418
9.3,9.3,5.3,5.3,0.414
9.3,9.3,5.4,5.4,0.392
9.3,9.3,5.5,5.5,0.4
9.3,9.3,5.6,5.6,0.414
9.3,9.3,5.7,5.7,0.4
9.3,9.3,5.8,5.8,0.426
9.3,9.3,5.9,5.9,0.414
9.3,9.3,6.0,6.0,0.422
9.3,9.3,6.1,6.1,0.434
9.3,9.3,6.2,6.2,0.468
9.3,9.3,6.3,6.3,0.418
9.3,9.3,6.4,6.4,0.396
9.3,9.3,6.5,6.5,0.43
9.3,9.3,6.6,6.6,0.388
9.3,9.3,6.7,6.7,0.422
9.3,9.3,6.8,6.8,0.448
9.3,9.3,6.9,6.9,0.428
9.3,9.3,7.0,7.0,0.446
9.3,9.3,7.1,7.1,0.43
9.3,9.3,7.2,7.2,0.442
9.3,9.3,7.3,7.3,0.434
9.3,9.3,7.4,7.4,0.428
9.3,9.3,7.5,7.5,0.424
9.3,9.3,7.6,7.6,0.436
9.3,9.3,7.7,7.7,0.454
9.3,9.3,7.8,7.8,0.438
9.3,9.3,7.9,7.9,0.466
9.3,9.3,8.0,8.0,0.47
9.3,9.3,8.1,8.1,0.456
9.3,9.3,8.2,8.2,0.412
9.3,9.3,8.3,8.3,0.438
9.3,9.3,8.4,8.4,0.42
9.3,9.3,8.5,8.5,0.452
9.3,9.3,8.6,8.6,0.454
9.3,9.3,8.7,8.7,0.438
9.3,9.3,8.8,8.8,0.426
9.3,9.3,8.9,8.9,0.426
9.3,9.3,9.0,9.0,0.444
9.3,9.3,9.1,9.1,0.472
9.3,9.3,9.2,9.2,0.446
9.3,9.3,9.3,9.3,0.442
9.3,9.3,9.4,9.4,0.42
9.3,9.3,9.5,9.5,0.458
9.3,9.3,9.6,9.6,0.444
9.3,9.3,9.7,9.7,0.444
9.3,9.3,9.8,9.8,0.428
9.3,9.3,9.9,9.9,0.452
9.3,9.3,10.0,10.0,0.432
9.3,9.3,10.1,10.1,0.48
9.3,9.3,10.2,10.2,0.434
9.3,9.3,10.3,10.3,0.452
9.3,9.3,10.4,10.4,0.418
9.3,9.3,10.5,10.5,0.432
9.3,9.3,10.6,10.6,0.476
9.3,9.3,10.7,10.7,0.456
9.3,9.3,10.8,10.8,0.402
9.3,9.3,10.9,10.9,0.45
9.3,9.3,11.0,11.0,0.426
9.3,9.3,11.1,11.1,0.41
9.3,9.3,11.2,11.2,0.412
9.3,9.3,11.3,11.3,0.418
9.3,9.3,11.4,11.4,0.454
9.3,9.3,11.5,11.5,0.476
9.3,9.3,11.6,11.6,0.43
9.3,9.3,11.7,11.7,0.388
9.3,9.3,11.8,11.8,0.442
9.3,9.3,11.9,11.9,0.414
9.3,9.3,12.0,12.0,0.428
9.3,9.3,12.1,12.1,0.41
9.3,9.3,12.2,12.2,0.408
9.3,9.3,12.3,12.3,0.45
9.3,9.3,12.4,12.4,0.39
9.3,9.3,12.5,12.5,0.394
9.3,9.3,12.6,12.6,0.418
9.3,9.3,12.7,12.7,0.4
9.3,9.3,12.8,12.8,0.38
9.3,9.3,12.9,12.9,0.442
9.3,9.3,13.0,13.0,0.368
9.3,9.3,13.1,13.1,0.422
9.3,9.3,13.2,13.2,0.368
9.3,9.3,13.3,13.3,0.356
9.3,9.3,13.4,13.4,0.402
9.3,9.3,13.5,13.5,0.376
9.3,9.3,13.6,13.6,0.386
9.3,9.3,13.7,13.7,0.322
9.3,9.3,13.8,13.8,0.374
9.3,9.3,13.9,13.9,0.386
9.3,9.3,14.0,14.0,0.378
9.3,9.3,14.1,14.1,0.368
9.3,9.3,14.2,14.2,0.32
9.3,9.3,14.3,14.3,0.356
9.3,9.3,14.4,14.4,0.336
9.3,9.3,14.5,14.5,0.336
9.3,9.3,14.6,14.6,0.344
9.3,9.3,14.7,14.7,0.344
9.3,9.3,14.8,14.8,0.356
9.3,9.3,14.9,14.9,0.372
9.3,9.3,15.0,15.0,0.356
9.3,9.3,15.1,15.1,0.354
9.4,9.4,0.1,0.1,0.02
9.4,9.4,0.2,0.2,0.034
9.4,9.4,0.3,0.3,0.044
9.4,9.4,0.4,0.4,0.05
9.4,9.4,0.5,0.5,0.074
9.4,9.4,0.6,0.6,0.08
9.4,9.4,0.7,0.7,0.102
9.4,9.4,0.8,0.8,0.11
9.4,9.4,0.9,0.9,0.134
9.4,9.4,1.0,1.0,0.14
9.4,9.4,1.1,1.1,0.146
9.4,9.4,1.2,1.2,0.128
9.4,9.4,1.3,1.3,0.168
9.4,9.4,1.4,1.4,0.204
9.4,9.4,1.5,1.5,0.254
9.4,9.4,1.6,1.6,0.196
9.4,9.4,1.7,1.7,0.186
9.4,9.4,1.8,1.8,0.204
9.4,9.4,1.9,1.9,0.222
9.4,9.4,2.0,2.0,0.21
9.4,9.4,2.1,2.1,0.236
9.4,9.4,2.2,2.2,0.238
9.4,9.4,2.3,2.3,0.248
9.4,9.4,2.4,2.4,0.274
9.4,9.4,2.5,2.5,0.296
9.4,9.4,2.6,2.6,0.278
9.4,9.4,2.7,2.7,0.294
9.4,9.4,2.8,2.8,0.304
9.4,9.4,2.9,2.9,0.29
9.4,9.4,3.0,3.0,0.294
9.4,9.4,3.1,3.1,0.274
9.4,9.4,3.2,3.2,0.288
9.4,9.4,3.3,3.3,0.324
9.4,9.4,3.4,3.4,0.306
9.4,9.4,3.5,3.5,0.356
9.4,9.4,3.6,3.6,0.366
9.4,9.4,3.7,3.7,0.35
9.4,9.4,3.8,3.8,0.382
9.4,9.4,3.9,3.9,0.366
9.4,9.4,4.0,4.0,0.362
9.4,9.4,4.1,4.1,0.342
9.4,9.4,4.2,4.2,0.362
9.4,9.4,4.3,4.3,0.36
9.4,9.4,4.4,4.4,0.366
9.4,9.4,4.5,4.5,0.374
9.4,9.4,4.6,4.6,0.356
9.4,9.4,4.7,4.7,0.352
9.4,9.4,4.8,4.8,0.42
9.4,9.4,4.9,4.9,0.378
9.4,9.4,5.0,5.0,0.358
9.4,9.4,5.1,5.1,0.382
9.4,9.4,5.2,5.2,0.374
9.4,9.4,5.3,5.3,0.428
9.4,9.4,5.4,5.4,0.394
9.4,9.4,5.5,5.5,0.402
9.4,9.4,5.6,5.6,0.394
9.4,9.4,5.7,5.7,0.388
9.4,9.4,5.8,5.8,0.4
9.4,9.4,5.9,5.9,0.374
9.4,9.4,6.0,6.0,0.392
9.4,9.4,6.1,6.1,0.46
9.4,9.4,6.2,6.2,0.43
9.4,9.4,6.3,6.3,0.442
9.4,9.4,6.4,6.4,0.422
9.4,9.4,6.5,6.5,0.478
9.4,9.4,6.6,6.6,0.416
9.4,9.4,6.7,6.7,0.428
9.4,9.4,6.8,6.8,0.42
9.4,9.4,6.9,6.9,0.462
9.4,9.4,7.0,7.0,0.416
9.4,9.4,7.1,7.1,0.474
9.4,9.4,7.2,7.2,0.468
9.4,9.4,7.3,7.3,0.456
9.4,9.4,7.4,7.4,0.456
9.4,9.4,7.5,7.5,0.44
9.4,9.4,7.6,7.6,0.412
9.4,9.4,7.7,7.7,0.444
9.4,9.4,7.8,7.8,0.422
9.4,9.4,7.9,7.9,0.47
9.4,9.4,8.0,8.0,0.468
9.4,9.4,8.1,8.1,0.414
9.4,9.4,8.2,8.2,0.398
9.4,9.4,8.3,8.3,0.438
9.4,9.4,8.4,8.4,0.466
9.4,9.4,8.5,8.5,0.438
9.4,9.4,8.6,8.6,0.442
9.4,9.4,8.7,8.7,0.462
9.4,9.4,8.8,8.8,0.424
9.4,9.4,8.9,8.9,0.468
9.4,9.4,9.0,9.0,0.442
9.4,9.4,9.1,9.1,0.442
9.4,9.4,9.2,9.2,0.46
9.4,9.4,9.3,9.3,0.41
9.4,9.4,9.4,9.4,0.464
9.4,9.4,9.5,9.5,0.426
9.4,9.4,9.6,9.6,0.47
9.4,9.4,9.7,9.7,0.482
9.4,9.4,9.8,9.8,0.448
9.4,9.4,9.9,9.9,0.454
9.4,9.4,10.0,10.0,0.486
9.4,9.4,10.1,10.1,0.394
9.4,9.4,10.2,10.2,0.382
9.4,9.4,10.3,10.3,0.442
9.4,9.4,10.4,10.4,0.438
9.4,9.4,10.5,10.5,0.478
9.4,9.4,10.6,10.6,0.424
9.4,9.4,10.7,10.7,0.438
9.4,9.4,10.8,10.8,0.456
9.4,9.4,10.9,10.9,0.44
9.4,9.4,11.0,11.0,0.442
9.4,9.4,11.1,11.1,0.396
9.4,9.4,11.2,11.2,0.4
9.4,9.4,11.3,11.3,0.436
9.4,9.4,11.4,11.4,0.44
9.4,9.4,11.5,11.5,0.434
9.4,9.4,11.6,11.6,0.414
9.4,9.4,11.7,11.7,0.444
9.4,9.4,11.8,11.8,0.388
9.4,9.4,11.9,11.9,0.366
9.4,9.4,12.0,12.0,0.404
9.4,9.4,12.1,12.1,0.434
9.4,9.4,12.2,12.2,0.438
9.4,9.4,12.3,12.3,0.404
9.4,9.4,12.4,12.4,0.426
9.4,9.4,12.5,12.5,0.426
9.4,9.4,12.6,12.6,0.45
9.4,9.4,12.7,12.7,0.41
9.4,9.4,12.8,12.8,0.428
9.4,9.4,12.9,12.9,0.374
9.4,9.4,13.0,13.0,0.408
9.4,9.4,13.1,13.1,0.378
9.4,9.4,13.2,13.2,0.412
9.4,9.4,13.3,13.3,0.388
9.4,9.4,13.4,13.4,0.396
9.4,9.4,13.5,13.5,0.38
9.4,9.4,13.6,13.6,0.358
9.4,9.4,13.7,13.7,0.4
9.4,9.4,13.8,13.8,0.404
9.4,9.4,13.9,13.9,0.39
9.4,9.4,14.0,14.0,0.372
9.4,9.4,14.1,14.1,0.37
9.4,9.4,14.2,14.2,0.376
9.4,9.4,14.3,14.3,0.33
9.4,9.4,14.4,14.4,0.332
9.4,9.4,14.5,14.5,0.356
9.4,9.4,14.6,14.6,0.33
9.4,9.4,14.7,14.7,0.326
9.4,9.4,14.8,14.8,0.34
9.4,9.4,14.9,14.9,0.348
9.4,9.4,15.0,15.0,0.37
9.4,9.4,15.1,15.1,0.346
9.5,9.5,0.1,0.1,0.026
9.5,9.5,0.2,0.2,0.024
9.5,9.5,0.3,0.3,0.036
9.5,9.5,0.4,0.4,0.064
9.5,9.5,0.5,0.5,0.082
9.5,9.5,0.6,0.6,0.108
9.5,9.5,0.7,0.7,0.088
9.5,9.5,0.8,0.8,0.114
9.5,9.5,0.9,0.9,0.098
9.5,9.5,1.0,1.0,0.12
9.5,9.5,1.1,1.1,0.152
9.5,9.5,1.2,1.2,0.168
9.5,9.5,1.3,1.3,0.17
9.5,9.5,1.4,1.4,0.134
9.5,9.5,1.5,1.5,0.18
9.5,9.5,1.6,1.6,0.212
9.5,9.5,1.7,1.7,0.212
9.5,9.5,1.8,1.8,0.192
9.5,9.5,1.9,1.9,0.194
9.5,9.5,2.0,2.0,0.264
9.5,9.5,2.1,2.1,0.216
9.5,9.5,2.2,2.2,0.216
9.5,9.5,2.3,2.3,0.272
9.5,9.5,2.4,2.4,0.254
9.5,9.5,2.5,2.5,0.244
9.5,9.5,2.6,2.6,0.296
9.5,9.5,2.7,2.7,0.292
9.5,9.5,2.8,2.8,0.238
9.5,9.5,2.9,2.9,0.29
9.5,9.5,3.0,3.0,0.298
9.5,9.5,3.1,3.1,0.278
9.5,9.5,3.2,3.2,0.344
9.5,9.5,3.3,3.3,0.272
9.5,9.5,3.4,3.4,0.318
9.5,9.5,3.5,3.5,0.31
9.5,9.5,3.6,3.6,0.308
9.5,9.5,3.7,3.7,0.362
9.5,9.5,3.8,3.8,0.318
9.5,9.5,3.9,3.9,0.35
9.5,9.5,4.0,4.0,0.324
9.5,9.5,4.1,4.1,0.352
9.5,9.5,4.2,4.2,0.36
9.5,9.5,4.3,4.3,0.384
9.5,9.5,4.4,4.4,0.376
9.5,9.5,4.5,4.5,0.39
9.5,9.5,4.6,4.6,0.364
9.5,9.5,4.7,4.7,0.414
9.5,9.5,4.8,4.8,0.35
9.5,9.5,4.9,4.9,0.424
9.5,9.5,5.0,5.0,0.382
9.5,9.5,5.1,5.1,0.43
9.5,9.5,5.2,5.2,0.41
9.5,9.5,5.3,5.3,0.422
9.5,9.5,5.4,5.4,0.43
9.5,9.5,5.5,5.5,0.414
9.5,9.5,5.6,5.6,0.366
9.5,9.5,5.7,5.7,0.442
9.5,9.5,5.8,5.8,0.428
9.5,9.5,5.9,5.9,0.434
9.5,9.5,6.0,6.0,0.414
9.5,9.5,6.1,6.1,0.432
